"lemma","discriminator","is_official","supertype","frame","distribution","pronominal_class","subject","sememe","examples","synonyms","etymology","etymological_notes","definition_type","qtq_definition","qtq_notes","qtq_gloss","eng_definition","eng_notes","eng_gloss","cmn_definition","cmn_notes","cmn_gloss","spa_definition","spa_notes","spa_gloss","fra_definition","fra_notes","fra_gloss","por_definition","por_notes","por_gloss","rus_definition","rus_notes","rus_gloss","deu_definition","deu_notes","deu_gloss","jpn_definition","jpn_notes","jpn_gloss","tgl_definition","tgl_notes","tgl_gloss","tur_definition","tur_notes","tur_gloss","pol_definition","pol_notes","pol_gloss","nld_definition","nld_notes","nld_gloss","bul_definition","bul_notes","bul_gloss","isl_definition","isl_notes","isl_gloss","lou_definition","lou_notes","lou_gloss","epo_definition","epo_notes","epo_gloss","tok_definition","tok_notes","tok_gloss","tlh_definition","tlh_notes","tlh_gloss","ithkuil-iv_definition","ithkuil-iv_notes","ithkuil-iv_gloss","votgil_definition","votgil_notes","votgil_gloss","c_definition","c_gloss","c_notes","jbo_definition","jbo_gloss","jbo_notes","langdata","qpv_definition","qpv_gloss","qpv_notes"
"loao",1,"False",,,,,,,"[]",,,,"informal",,,,"[PO] property ▯ is satisfied by [complement]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'irTpBtujm', 'author': 'fagri', 'date': '2019-02-18T22:52:22.000Z', 'score': 1})}",,,
"loaq",1,"True","predicate","c","d","maq","individual","yakego","[]",,,,"informal",,,,"▯ is a buttocks/ass/behind.",,"buttocks",,,,,,,,,,,,,,,,,,,,,,,,,,,,"▯ to tyłek/pośladki/pupa/cztery litery.",,,,,,,,,,,,,,,,,,"▯ li monsi sijelo",,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'official:loaq', 'author': 'official', 'date': '', 'score': 0}), 'tok': OrderedDict({'id': 'dC6ESFbJ7', 'author': 'el', 'date': '2022-07-10T03:58:32.460Z', 'score': 0}), 'pol': OrderedDict({'id': '22jhj_AHqu', 'author': 'jiqci', 'date': '2023-07-31T08:21:14.358Z', 'score': 0})}",,,
"loaqbuqkuq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ grossly exaggerates, misrepresents something, speaks nonsense, and/or lies outright",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'rTizonG46', 'author': 'salarua', 'date': '2022-12-01T08:59:45.626Z', 'score': 0})}",,,
"loaqdea",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ spanks ▯",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'jSQ9YKUd6', 'author': 'fagri', 'date': '2021-11-11T09:09:53.016Z', 'score': 0})}",,,
"loaqfeotı",1,"False",,,,,,"fobufo","[]","huoıfeotı",,,"informal",,,,"▯ is at the rear direction of ▯; ▯ is behind ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'arDAF_QOd', 'author': 'Ilmen', 'date': '2019-08-24T17:57:41.205Z', 'score': 0})}",,,
"loaqfuha",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ farts / flatulates / passes gas.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'nlJH9kTRb', 'author': 'jiqci', 'date': '2023-11-18T17:10:23.420Z', 'score': 0})}",,,
"loaqjeoq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is an asscrack/ buttcrack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'PllD-cr6p', 'author': 'seaqtaq', 'date': '2019-01-17T00:54:53.000Z', 'score': 0})}",,,
"loaqmoe",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ feels assertive",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '_NL5PKyH2', 'author': 'seaqtaq', 'date': '2020-03-03T00:25:50.304Z', 'score': 0})}",,,
"loasaq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a diminished chord.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'h9t-hgp7h', 'author': 'Laqme', 'date': '2024-12-20T20:08:47.632Z', 'score': 0})}",,,
"loashoaı",1,"True",,,,,,,"[]",,,,"informal",,,,"▯ is a member of genus Phoenicopterus (the flamingos).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'vufmM9_fU', 'author': 'Hoemai', 'date': '2019-04-03T19:56:19.000Z', 'score': 0})}",,,
"loatıeq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a Locrian scale.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '8H4L-Sh41', 'author': 'Laqme', 'date': '2024-12-20T19:49:41.318Z', 'score': 0})}",,,
"loatıo",1,"False",,,,,,,"[]",,,,"informal",,,,"How much is ▯ the case on a scale from red to purple?",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'osb8w-IX6', 'author': 'uakci', 'date': '2022-02-09T16:39:26.929Z', 'score': 0})}",,,
"loaı",1,"True","predicate","c","d","ta","individual","danake","[]",,,,"informal",,,,"▯ flows.",,"flow",,,,,,,,,,,,,,,,,,,,,,,,,,,,"▯ płynie.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'official:loaı', 'author': 'official', 'date': '', 'score': 0}), 'pol': OrderedDict({'id': '3mp6OjgOag', 'author': 'jiqci', 'date': '2023-07-31T08:21:14.513Z', 'score': 0})}",,,
"loaıbaga",1,"False",,,,,,"hakure","[]",,,,"informal",,,,"▯ pumps ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '3sj3sphjn', 'author': 'Ilmen', 'date': '2020-03-03T14:15:11.501Z', 'score': 0})}",,,
"loaıbıa",1,"False",,,,,,"kulimo","[]","ımfueqza",,,"informal",,,,"▯ has the flu (influenza).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'HxvvZYREb', 'author': 'Laqme', 'date': '2020-04-03T20:10:04.672Z', 'score': 0})}",,,
"loaıbıu",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a spout/tap/spigot/drain.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'b7I75iSPG', 'author': 'uakci', 'date': '2022-04-28T08:34:08.609Z', 'score': 0})}",,,
"loaıchaotıeq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a one-way street.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'WT5mWRn01', 'author': 'jiqci', 'date': '2023-05-21T17:16:08.272Z', 'score': 0})}",,,
"loaıdaı",1,"False",,,,,,"rozeqa","[]","duomuoq",,,"informal",,,,"▯ is a fluid.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'cITn2BsKx', 'author': 'Ilmen', 'date': '2019-03-31T20:32:42.000Z', 'score': 0})}",,,
"loaıdaıtuao",1,"False",,,,,,"lorini","[]",,,,"informal",,,,"▯ is semiliquid.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'ntv1HadqM', 'author': 'Ilmen', 'date': '2019-04-14T21:15:12.000Z', 'score': 0})}",,,
"loaıfua",1,"False",,"c","d","maq","individual","nalesu","[]","loaırıaı",,,"informal",,,,"▯ is a fountain (artificial structure).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'qy2NX1-qK', 'author': 'Ilmen', 'date': '2019-04-04T16:16:44.000Z', 'score': 0})}",,,
"loaıfuq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a dress.",,"dress",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'KqnMrWZ5Y', 'author': 'mimiaoganhaqpy', 'date': '2025-02-18T18:23:20.944Z', 'score': 0})}",,,
"loaıfuı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is runny/has a low viscosity",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'mhqxIMghE', 'author': 'seaqtaq', 'date': '2019-07-02T02:52:03.461Z', 'score': 1})}",,,
"loaıfuısaı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a lubricant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'HmnIiOCRc', 'author': 'seaqtaq', 'date': '2019-07-02T02:52:42.474Z', 'score': 0})}",,,
"loaıgoaı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ slips/slides against/across ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'FOqIR3RlM', 'author': 'robintown', 'date': '2022-07-16T16:24:23.442Z', 'score': 0})}",,,
"loaıhua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a heart.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'qAreO-X_5', 'author': 'Ilmen', 'date': '2019-04-13T16:51:49.000Z', 'score': 0})}",,,
"loaıjeoq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a river basin / watershed / area from which water flows to ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'd8RYJbBhw', 'author': 'jiqci', 'date': '2023-11-20T19:15:51.372Z', 'score': 0})}",,,
"loaıjoe",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is fluent at satisfying property ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'V1SjDMKd4', 'author': 'Laqme', 'date': '2024-12-20T16:26:12.586Z', 'score': 0})}",,,
"loaıjıeq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a pen (ballpoint, fountain) or felt marker.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'Oh7p4Fu9R', 'author': 'uakci', 'date': '2022-10-09T16:32:52.252Z', 'score': 0})}",,,
"loaıkea",1,"False",,,,,,"tepoha","[]",,,,"informal",,,,"▯ is a pump.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'jLNpPGpmO', 'author': 'Ilmen', 'date': '2019-04-13T16:50:29.000Z', 'score': 0})}",,,
"loaılam",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is runny/has a low viscosity.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'tdrdBF94v', 'author': 'Laqme', 'date': '2024-06-12T08:19:49.341Z', 'score': 0})}",,,
"loaılaq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is an approximant",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'cYqlI2c8daV', 'author': 'seaqtaq', 'date': '2019-09-17T19:19:51.060Z', 'score': 0})}",,,
"loaılaq",2,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a continuant (phonetics)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'gS1vlCcHX', 'author': 'seaqtaq', 'date': '2020-06-28T20:42:20.861Z', 'score': 0})}",,,
"loaıluao",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a spout.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'ZBO2KHdBV', 'author': 'uakci', 'date': '2022-03-09T19:36:39.544Z', 'score': 2})}",,,
"loaımabıa",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ suffers from rheumatism.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '7cOOHPyI0', 'author': 'Hydro', 'date': '2021-09-05T08:33:13.262Z', 'score': 0})}",,,
"loaımeoq",1,"False",,,,,,"koqezu","[]","loaınoa",,,"informal",,,,"▯ is viscous.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'mAf5ieoWA', 'author': 'Ilmen', 'date': '2019-03-31T21:56:26.000Z', 'score': 1})}",,,
"loaımı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a current",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'yKwIDkAkS', 'author': 'seaqtaq', 'date': '2024-10-31T00:50:20.577Z', 'score': 0})}",,,
"loaıne",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is the throughput/rate of transfer or processing of ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'teZ5VZNrp', 'author': 'jiqci', 'date': '2023-06-10T16:53:21.314Z', 'score': 1})}",,,
"loaınea",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ has high throughput.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'BSItIuZb8', 'author': 'jiqci', 'date': '2023-06-10T16:52:12.241Z', 'score': 0})}",,,
"loaınhoe",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a conduit for conveying information or material",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'cjBWDleFr', 'author': 'seaqtaq', 'date': '2024-10-16T15:49:56.413Z', 'score': 0})}",,,
"loaınoa",1,"False",,,,,,"koqezu","[]","loaımeoq",,,"informal",,,,"▯ is viscous.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'r1hUkWSjZ', 'author': 'seaqtaq', 'date': '2019-07-02T02:51:38.535Z', 'score': 1})}",,,
"loaıpıo",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is magma.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'xfVRGOdaC', 'author': 'robintown', 'date': '2021-10-23T20:13:27.038Z', 'score': 0})}",,,
"loaırıaı",1,"False",,"c","d","maq","individual","nalesu","[]","loaıfua",,,"informal",,,,"▯ is a fountain (artificial structure).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'M_OtLt255', 'author': 'Ilmen', 'date': '2019-04-04T16:16:30.000Z', 'score': 0})}",,,
"loaısaı",1,"False",,,,,,,"[]",,,,"informal",,,,"(fork of #cITn2BsKx) ▯ is a fluid.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'REIoW8cSx', 'author': 'seaqtaq', 'date': '2019-03-31T22:07:49.000Z', 'score': 0})}",,,
"loaıshua",1,"False",,,,,,"camilu","[]",,,,"informal",,,,"▯ pours onto ▯ from ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'MEgdTzKV9', 'author': 'Ilmen', 'date': '2019-04-17T19:43:35.000Z', 'score': 0})}",,,
"loaıshuatua",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ pours ▯ onto ▯.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'JWUfEDlg5k', 'author': 'mimiaoganhaqpy', 'date': '2022-12-11T07:08:58.379Z', 'score': 0})}",,,
"loaısuaı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is runny/watery.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '0TJk1oxNT', 'author': 'Laqme', 'date': '2022-05-23T12:40:43.936Z', 'score': 0})}",,,
"loaısıubıa",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ suffers from rheumatoid (arthritis).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'D82fCutKk', 'author': 'Hydro', 'date': '2021-09-05T08:34:29.490Z', 'score': 0})}",,,
"loaıtoa",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a danmaku comment.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'QL4hJY6bt', 'author': 'uakci', 'date': '2021-09-04T15:33:57.332Z', 'score': 0})}",,,
"loaıtuacha",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is pulmonic/produced with help of the lungs (phonetics)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '4NhQC0cHfP', 'author': 'seaqtaq', 'date': '2019-09-17T19:19:51.031Z', 'score': 0})}",,,
"loaıtuanoso",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ suffers from pneumonia.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'DFWC-Sd9X', 'author': 'Hydro', 'date': '2021-09-05T07:23:27.208Z', 'score': 0})}",,,
"loaızuı",1,"False",,"c","d","hoq","free",,"[]",,,,"informal",,,,"▯ has low throughput.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'fElRULyGt', 'author': 'jiqci', 'date': '2023-06-10T16:52:27.899Z', 'score': 0})}",,,
"loaızıa",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ oozes/discharges substance ▯",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '-Qt0DdFcY', 'author': 'seaqtaq', 'date': '2024-11-19T03:37:44.076Z', 'score': 0})}",,,
"loduhuhukao",1,"False",,,,,,,"[]",,,,"informal",,,,"the text/utterance ▯ is very verbose.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'ASEXtTXCP', 'author': 'Ilmen', 'date': '2019-09-03T21:25:57.274Z', 'score': 3})}",,,
"loe",1,"True","predicate","c","d","maq","individual","jaqare","[]",,,,"informal",,,,"▯ is a flame/fire.",,"flame",,,,,,,,,,,,,,,,,,,"▯は火／炎",,,,,,"▯ alev/ateştir.",,,"▯ to ogień/płomień.",,,,,,,,,,,,,,,,,,"▯ li seli",,,,,,,,,,,,,,,"▯ fagri",,,"{'eng': OrderedDict({'id': 'official:loe', 'author': 'official', 'date': '', 'score': 0}), 'jpn': OrderedDict({'id': 'wB8VdUX-7', 'author': 'Laqme', 'date': '2021-10-12T16:36:38.946Z', 'score': 0}), 'tok': OrderedDict({'id': 'txV3b-nDJ', 'author': 'el', 'date': '2022-07-10T01:51:48.973Z', 'score': 0}), 'jbo': OrderedDict({'id': 'C_pAcybdG', 'author': 'zearen', 'date': '2023-03-19T20:29:54.930Z', 'score': 0}), 'pol': OrderedDict({'id': 'qLmQpWgKHz', 'author': 'jiqci', 'date': '2023-07-31T08:21:14.795Z', 'score': 0}), 'tur': OrderedDict({'id': '_XssyUrMT', 'author': 'kazoo', 'date': '2024-11-24T19:06:37.774Z', 'score': 0})}",,,
"loebeaq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a match (type of firestarter)",,"match",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'l-Co3I2Gj', 'author': 'salarua', 'date': '2022-12-13T21:48:41.306Z', 'score': 1})}",,,
"loebeaq",2,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a candle or torch",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'Y1Iob262K', 'author': 'fagri', 'date': '2020-07-01T11:33:08.217Z', 'score': 0})}",,,
"loebo",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is on fire",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'iqij5Aj-S', 'author': 'seaqtaq', 'date': '2024-11-19T09:18:42.132Z', 'score': 0})}",,,
"loeboe",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a nettle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'X3uS7hm2O', 'author': 'Laqme', 'date': '2025-02-17T13:32:45.736Z', 'score': 0})}",,,
"loebıu",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a chimney.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'OyQa7Dpt5', 'author': 'robintown', 'date': '2022-02-16T21:05:23.829Z', 'score': 0})}",,,
"loebıutuaı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a pyrosome / sea pickle.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'J8ZD9CJFr', 'author': 'robintown', 'date': '2022-01-28T23:00:09.467Z', 'score': 0})}",,,
"loecabaq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is heat.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'I_kBG9VYF', 'author': 'Laqme', 'date': '2024-04-26T20:54:15.013Z', 'score': 0})}",,,
"loecachu",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a flamethrower",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'zw_prTSCg', 'author': 'seaqtaq', 'date': '2024-10-01T02:25:49.308Z', 'score': 0})}",,,
"loechoq",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is powered by combustion.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'kgBBOv5mj', 'author': 'jiqci', 'date': '2023-02-13T19:13:35.467Z', 'score': 0})}",,,
"loechuo",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a lighter / tool for creating fire.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'vpp-fhYKx', 'author': 'robintown', 'date': '2021-10-22T14:39:20.395Z', 'score': 0})}",,,
"loefa",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is a moth.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '0CBWrjSNt', 'author': 'uakci', 'date': '2021-10-04T20:42:26.079Z', 'score': 1})}",,,
"loefeı",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is furious / seethes with anger.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': '5PQ6ewQBS', 'author': 'Laqme', 'date': '2025-05-07T20:42:28.977Z', 'score': 0})}",,,
"loefua",1,"False",,"c","d","maq","individual","ribuda","[]",,,,"informal",,,,"▯ is a wood-burner / wood stove.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'amgiPeBya', 'author': 'Ilmen', 'date': '2019-04-12T12:59:07.000Z', 'score': 1})}",,,
"loegoso",1,"False",,,,,,,"[]",,,,"informal",,,,"▯ is Toaq ""fire chicken""/spicy barbecued chicken.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"{'eng': OrderedDict({'id': 'H275lZNVP', 'author': 'nano', 'date': '2024-09-19T16:15:02.177Z', 'score': 0})}",,,
